ID,Category,Object Name,Common Name,Producer,Date Produced,Collector,Place Collected,Date Collected,Culture,Materials,Measurements,Description,Image ref.
FA100457,Fine Art,Drawing,,William Alfred Delamotte,1853,,,,English; British,Pencil on paper,support dimensions: 0265/0291,"This drawing is entitled St. Nicolas School, Brighton. It shows the school with round arched windows with a gothic niche and saint.",dmas_fa100457_d01_cc1024.jpg
FA100463,Fine Art,Drawing,,William Alfred Delamotte,1855,,,,English; British,Pencil on paper,support dimensions: 0268/0328,"This drawing entitled Union Schools, Brighton features a small pedimented building adjoining a flint cottage.",dmas_fa100463_d01_cc1024.jpg
FA100481,Fine Art,Watercolour Painting (Wash or Sketch),,William Alfred Delamotte,,,,,English; British,Sepia wash on paper,support dimensions: 0282/0347,William Alfred Delamotte's watercolour painting depicts the exterior of St Andrews Church in Hove.,dmas_fa100481_d01_cc1024.jpg
FA100520,Fine Art,Watercolour Painting,,George De Paris,1907,,,,English; British,Watercolour paint on paper,Support: 226 mm x 294 mm,This painting by George shows a cart and figures in fron of the still smouldering remains of a building.,dmas_fa100520_d01_cc1024.jpg
FA100535,Fine Art,Watercolour Painting,,George De Paris,1900,,,,English; British,Watercolour paint on paper,Whole: 251 mm x 321 mm,"This painting by George de Paris shows the west interior of Hangleton church. There are rounded and pointed arches visible in the plain stone walls.
Hangleton church was built in the late 11th century. Hangleton lost most of its population to the Plague. The church retained much of its medieval character due to the tiny size of the local population until recent times.",dmas_fa100535_d01_cc1024.jpg
FA100557,Fine Art,Watercolour Painting,,Sarah Paxton Ball Dodson,1901-1902,,,,American,Watercolour paint on paper,Support: 356 mm x 253 mm,"This painting by Sarah P. Ball Dodson shows a woman wearing a monocle and other extravagant accessories.
Dodson was born in America but spent nearly all of her working life in Brighton.
Brighton & Hove's collections also contain two other paintings of women by Dobson titled America.",dmas_fa100557_d01_cc1024.jpg
FA100584,Fine Art,Watercolour Painting,,Edward Frederick Ertz,1915,,,,English; British,Watercolour paint on paper,Support: 329 mm x 249 mm,"This painting by E. Ertz shows the head of Arthur F. Bell in half left profile. Blue tints are evident.
Arthur F. Bell was a Sussex poet.",dmas_fa100584_d01_cc1024.jpg
FA100586,Fine Art,Pencil Drawing,,Reginald Grenville Eves,1936,,,,English; British,Pencil on paper,Support: 204 mm x 155 mm,This drawing by R. G. Eves shows a bust length full face front view portrait  of Leslie Howard.,dmas_fa100586_d01_cc1024.jpg
FA100626,Fine Art,Watercolour Painting,,Douglas Fox Pitt,,,,,English; British,Watercolour paint and charcoal on paper,Support: 307 mm x 221 mm,"This painting  by Douglas Fox Pitt shows rows of beds beneath the multicoloured dome and chandelier.
Douglas Fox Pitt lived in Brighton between 1911 and 1918 and may have worked with his friend and fellow painter Walter Sickert there.",dmas_fa100626_d01_cc1024.jpg
FA100810,Fine Art,Pencil,,William Alfred Delamotte,1856,,,,English; British,Pencil Drawing,support dimensions: 0191/0242,"This pencil and body colour drawing is entitled St Mark's Shools, Rock Street, Kemptown, it was produced in 1856.",dmas_fa100810_d01_cc1024.jpg
FA100811,Fine Art,Pencil Drawing,,William Alfred Delamotte,,,,,English; British,Pencil,support dimensions: 0343/0293,This pencil drawing is entitled Swan Downer School and was produced by William Alfred Delamotte.,dmas_fa100811_d01_cc1024.jpg
FA100833,Fine Art,Pencil and Body Colour,,William Alfred Delamotte,c1853,,,,English; British,Pencil and Body Colour,support dimensions: 0210/0340,"Pencil and body colour depicting a tombstone in St Nicholas churchyard, with people nearby.",dmas_fa100833_d01_cc1024.jpg
FA100835,Fine Art,Pencil,,William Alfred Delamotte,c.1853,,,,English; British,Pencil,support dimensions: 0292/0217,Pencil drawing of a tombstone in St Nicholas churchyard.,dmas_fa100835_d01_cc1024.jpg
FA100836,Fine Art,Watercolour Painting,,William Alfred Delamotte,,,,,English; British,Watercolour paint,support dimensions: 0232/0305,Watercolour painting of a tombstone in St Nicholas Churchyard.,dmas_fa100836_d01_cc1024.jpg
FA101005,Fine Art,Watercolour Painting,,Clement Lambert,1920,,,,English; British,Watercolour paint and body colour on board,Support: 178 mm x 496 mm,"This watercolour painting by Clement Lambert shows a view from the Downs looking towards the sea. On the right is a curious structure consisting of an iron roof suspended on twelve poles imbedded in stone blocks.
This is the burning chat where Hindoo soldiers who died in the hospitals in Brighton during the First World War were cremated. Today a memorial, called the Chattri, stands on this site.",dmas_fa101005_d01_cc1024.jpg
FA101785,Fine Art,Pencil Drawing,,Reginald Grenville Eves,1930,,,,English; British,Pencil on paper,Support: 597 mm x 458 mm,"This drawing by R.G. Eves shows a London four storey town house being repaired.
The house is 17, Gough Square, London where the writer Dr Samuel Johnson lived between 1748 and 1759. It is in this house that he wrote his famous dictionary.",dmas_fa101785_d01_cc1024.jpg
FA101787,Fine Art,Pencil Drawing,,Reginald Grenville Eves,1936,,,,English; British,Pencil on paper,Support: 552 mm x 394 mm,This painting by R.G. Eves shows the head and shoulders of the actor Leslie Howard wearing an open necked shirt and jacket.,dmas_fa101787_d01_cc1024.jpg
FA101788,Fine Art,Pencil Drawing,,Reginald Grenville Eves,1936,,,,English; British,Pencil on paper,Support: 193 mm x 134 mm,This drawing by R.G. Eves shows the head and shoulders of the actor Leslie Howard wearing an open-necked shirt and jacket.,dmas_fa101788_d01_cc1024.jpg
FA101958,Fine Art,"INK, INDIAN AND GREY WASH",,English School,c1830; Regency,,,,English; British,"INK, INDIAN AND GREY WASH; PAPER",support dimensions: 0279/0182,"Full-length left profile of a man, arms folded.",dmas_fa101958_d01_cc1024.jpg
FA102003,Fine Art,Ink and Wash Drawing,,English School,1871,,,,English; British,Ink; Wash; Paper,support dimensions: 0170/0082,"Ink and wash drawing, two faces of a ponderous clock tower.",dmas_fa102003_d01_cc1024.jpg
FA102025,Fine Art,Ink Drawing,,English School,c1790; Regency,,,,English; British,Sepia ink; Paper,support dimensions: 0298/0369,"A winged goddess, resting her arm on a globe, confronts a bearded deity who grasps an infant in each upraised hand.",dmas_fa102025_d01_cc1024.jpg
FA102257,Fine Art,Drawing,,English School,c1820; Regency,,,,English; British,Pencil on paper,Support: 177 mm x 127 mm,"This is a paper line drawing of Brandeth the Traitor executed on Nun’s Green in Derby on 7 November 1817. It shows a man with dishevelled hair and wild eyes showing the severed head of Jeremiah Brandeth, to the assembled crowd, while his axe lies at his feet. To the left behind the axe is the block and the neck of the decapitated body and to the right is the crowd of spectators. Brandeth was an unemployed stockinger and the leader of an ill-fated protest march known as the Pentrich Rising. This took place in June 1817, when up to 300 men gathered in Pentrich in Derbyshire and marched to Nottingham to demand social justice. Brandeth and his deputies were convicted of high treason and hanged and beheaded, although the Prince Regent remitted the customary quartering of their bodies. The drawing was made in c1820.",dmas_fa102257_d01_cc1024.jpg
FA102663,Fine Art,Ink and Wash Drawing,,G. Crowhurst,19th Century,,,,English; British,Ink; Wash; Paper,254mm x 139mm,Profile of a middle-aged gentleman with cane.,dmas_fa102663_d01_cc1024.jpg
FA102664,Fine Art,Ink and Wash Drawing,,"CROWHUST, G.",,,,,English; British,Ink; Wash; Paper,support dimensions: 0268/0152,Profile of a white-haired gentleman with top hat and cane.,dmas_fa102664_d01_cc1024.jpg
FA103689,Fine Art,Watercolour Painting,,William Bruce Ellis Ranken,c1910,,,,English; British,Watercolour paint and charcoal on paper,Support: 764 mm x 642 mm,"This painting by William Ranken shows two women in Edwardian dress standing in the Music Room of the Royal Pavilion, Brighton.",dmas_fa103689_d01_cc1024.jpg
FA104056,Fine Art,Watercolour Sketch,,Stephanoff Brothers,c1825; Regency,,,,English; British,Watercolour paint and pencil on paper,,"Watercolour and pencil sketch on paper. Slightly off front view of Herald's outfit consisting of tabard, with seperate sketches of Staff and crown.",dmas_fa104056_d01_cc1024.jpg
FA104057,Fine Art,Watercolour Sketch,,Stephanoff Brothers,c1825; Regency,,,,English; British,Watercolour paint and pencil on paper,,Watercolour and pencil sketch on paper. Side view of doublet and breeches in red and blue satin trimmed with gold braid.,dmas_fa104057_d01_cc1024.jpg
FA104058,Fine Art,Watercolour Sketch,,Stephanoff Brothers,c1825; Regency,,,,English; British,Watercolour paint and pencil on paper,,Watercolour and pencil sketch on paper. Back view of doublet and breeches in red and blue satin trimmed with gold braid.,dmas_fa104058_d01_cc1024.jpg
FA104059,Fine Art,Watercolour Sketch,,Stephanoff Brothers,c1825; Regency,,,,English; British,Watercolour paint and pencil on paper,,"Watercolour and pencil sketch on paper. Front and back view of doublet and breeches in blue and red satin trimmed with gold braid, blue satin sur-coat, sword belt, red stockings and white shoes; line drawings of details of doublet and sword.",dmas_fa104059_d01_cc1024.jpg
FA104060,Fine Art,Watercolour Sketch,,Stephanoff Brothers,c1825; Regency,,,,English; British,Watercolour paint and pencil on paper,,"Watercolour and pencil sketch on paper. Front and back view of outfit consisting of doublet, breeches and sur-coat in blue and red satin trimed with gold braid.",dmas_fa104060_d01_cc1024.jpg
FA104061,Fine Art,Watercolour Sketch,,Stephanoff Brothers,c1825; Regency,,,,English; British,Watercolour paint and pencil on paper,,"Watercolour and pencil sketch on paper. Front view of outfit consisting of doublet and breeches in white trimed with gold, sur-coat and mantle in red.",dmas_fa104061_d01_cc1024.jpg
FA104062,Fine Art,Watercolour Sketch,,Stephanoff Brothers,c1825; Regency,,,,English; British,Watercolour paint and pencil on paper,,Watercolour and pencil sketch on paper. Front views of five black hats with red trims and white feather plumes.,dmas_fa104062_d01_cc1024.jpg
FA104063,Fine Art,Watercolour Sketch,,Stephanoff Brothers,c1825; Regency,,,,English; British,Watercolour paint and pencil on paper,,Watercolour and pencil sketch on paper. Views of six different peer's coronets with one detail.,dmas_fa104063_d01_cc1024.jpg
FA104064,Fine Art,Watercolour Sketch,,Stephanoff Brothers,c1825; Regency,,,,English; British,Watercolour paint and pencil on paper,,Watercolour and pencil sketch on paper. View of four black hats with feather plumes.,dmas_fa104064_d01_cc1024.jpg
FA104065,Fine Art,Watercolour Sketch,,Stephanoff Brothers,c1825; Regency,,,,English; British,Watercolour paint and pencil on paper,,Watercolour and pencil sketch on paper. Off-front and back view of outfit consisting of black doublet and breecches and short black cloak.,dmas_fa104065_d01_cc1024.jpg
FA104066,Fine Art,Watercolour Sketch,,Stephanoff Brothers,c1825; Regency,,,,English; British,Watercolour paint and pencil on paper,,"Watercolour and pencil sketch on paper. Off-front view of outfit consisting of suit cut in 18th century style with blue coat and breeches and embroidered waistcoat, long mantle trimmed in white and yellow, carrying mace and plumed hat(?), details of collar, mace and hat.",dmas_fa104066_d01_cc1024.jpg
FA104067,Fine Art,Watercolour Sketch,,Stephanoff Brothers,c1825; Regency,,,,English; British,Watercolour paint and pencil on paper,,"Watercolour and pencil sketch on paper. Front and side views of outfit consisting of doublet and breeches of white satin trimmed with gold braid, short blue cape strung over right shoulder.",dmas_fa104067_d01_cc1024.jpg
FA104068,Fine Art,Watercolour Sketch,,Stephanoff Brothers,c1825; Regency,,,,English; British,Watercolour paint and pencil on paper,,"Watercolour and pencil sketch on paper. Folded leaf with front view of outfit consisting of cream doublet and breeches, red mantle with Order of the Bath gilt collar and hat.",dmas_fa104068_d01_cc1024.jpg
FA104069,Fine Art,Watercolour Sketch,,Stephanoff Brothers,c1825; Regency,,,,English; British,Watercolour paint and pencil on paper,,Watercolour and pencil sketch on paper. Detail of staff and three views of a plumed hat.,dmas_fa104069_d01_cc1024.jpg
FA104070,Fine Art,Watercolour Sketch,,Stephanoff Brothers,c1825; Regency,,,,English; British,Watercolour paint and pencil on paper,,"Watercolour and pencil sketch on paper. Front view of doublet and breeches in white trimmed with gold braid, smaller sketch to right of peer's mantle with details below. Sketch of sword bottom left corner.",dmas_fa104070_d01_cc1024.jpg
FA200068,Fine Art,Aquatint,,Henry Thomas D Alken,19th Century,,,,English; British,Ink on paper,Whole: 240 mm x 185 mm,"Henry Thomas Alken was a prominent artist in the field of hunting and sporting prints in the first half of the nineteenth century. This print shows a gamekeeper, with hat in hand, apprehending a poacher as he climbs over a fence. The poacher in a tall hat, carrying sticks in his hand has two dogs at his feet.",dmas_fa200068_d01_cc1024.jpg
FA200227,Fine Art,Etching,,Kay,,,,,,Ink on paper,Support: 222 mm x 154 mm,"This is a black and white etching of Mr William Brodie in c1788. He is dressed in Georgian style clothing and is standing by a table, holding a hat and cane in his right hand. Objects on the table include playing cards, dice and a pile of keys. Brodie lived a double life in Edinburgh in the late 18th century, as a worthy city burgher by day and a burglar by night. From 1785-88 he was linked with a ring of cardsharps and took part in a series of high-profile burglaries. He fled to the Netherlands but was extradited to Edinburgh. He was hanged at the Tolbooth gallows on 1 October 1788. The etching was drawn and engraved by Kay.",dmas_fa200227_d01_cc1024.jpg
FA200641,Fine Art,Coloured Etching,,George Cruikshank,Early 19th Century,,,,English; British,Paper,Whole: 257 mm x 372 mm,"The Prince Regent (later Georde IV), in oriental dress, hands over document about the Pavilion's decoration to Lord Amherst. Lady Hertford and the Lord Chamberlain are on the left. Behind them is a statue of ""the hottentot venus"". On the right, Princess Charlotte and Prince Leopold and in the left foreground Queen Charlotte contributing to privy purse.",dmas_fa200641_d01_cc1024.jpg
FA200700,Fine Art,Coloured Etching,,George M Woodward; Isaac Cruikshank,,,,,English; British,Paper,support dimensions: 0213/0321,"This coloured etching depicts a family sat round a table covered by a tattered cloth, looking with dismay at the four potatoes and part of a loaf which lie before them.",dmas_fa200700_d01_cc1024.jpg
FA200849,Fine Art,Print,,,,,,,English; British,Paper,,"In this caricature, titled Duke of Bridgewater, a man is surrounded by dogs who are standing on their hind legs. To the side, a jester walks walks through the door.",dmas_fa200849_d01_cc1024.jpg
FA200886,Fine Art,Etching,,Isaac Cruikshank; Fores,12 February 1793; Regency,,,,English; British,Ink and watercolour paint on paper,Support: 223 mm x 206 mm,"This is a coloured paper etching of an imaginery scene of the Duke of Orleans standing by the guillotine in Paris holding the severed head of his cousin, King Louis XVI, whilst waving his cap to the crowd. The etching was published by Fores, 12 February 1793.",dmas_fa200886_d01_cc1024.jpg
FA200936,Fine Art,Etching,,,1784,,,,English; British,Paper,support dimensions: 0267/0316,Etching showing the three Weird Sisters conjuring political spirits from their cauldron.,dmas_fa200936_d01_cc1024.jpg
FA200946,Fine Art,Incoloured Aquatint,,"DE WILDE, SAMUEL",,,,,English; British,Incoloured Aquatint; Paper,support dimensions: 0178/0322,Incolored aquatint entitled The Rival Magicians or Raising The Spirit.,dmas_fa200946_d01_cc1024.jpg
FA200986,Fine Art,Etching,,Charles Williams; S Knight,,,,,English; British,Ink on paper,Support: 224 mm x 332 mm,"This is a coloured etching on paper of Sir William Rawlings and Robert Albion Cox sat in a prison cell. The former is in an armchair, the latter is on a stool, while a gaoler stands between them with two keys. Both were Sheriffs of Middlesex who were imprisoned after committing an electoral fraud by allowing over 300 people to vote as proprietors of a mill at Isleworth. This is indicated by the scroll on the floor, inscribed, ‘A View of the Mill at Isleworth’ and by Cox’s comment about having ‘a Millstone about my neck’. The etching was by Charles Williams and was published by S Knight, of Lambeth in London.",dmas_fa200986_d01_cc1024.jpg
FA201179,Fine Art,Coloured Etching,,Thomas Rowlandson; S.W. Fores,c1790; Regency,,,,English; British,Ink on paper,Support: 366 mm x 510 mm,"This is a paper coloured etching of a scene showing a man and a woman riding on a phaeton (carriage) in the country being held up by a highwayman. The man points a pistol at the couple driving the coach, while a comic figure riding behind, wearing a soldier’s uniform, struggles to keep his horse under control and in the distance is an ominous glimpse of a gibbet (sometimes used to describe a gallows). The etching was etched by Thomas Rolandson and published by S.W. Fores in c1790.",dmas_fa201179_d01_cc1024.jpg
FA201245,Fine Art,Engraving,,William Hogarth,,,,,English; British,Ink on paper,Support: 309 mm x 390 mm,"This is a black and white paper engraving of the Harlot, Moll Hackabout, in Bridewell prison beating hemp for ships’ ropes and hangman’s nooses. She is wearing a fine dress, and is working alongside other prisoners who include a male card-sharp. The gaoler to her right, raises his switch, urging the exhausted woman to work harder while his wife is about to steal Moll's fine clothes. Behind her a man stands with his wrists in the pillory, the punishment for refusing to work. The engraving was made by William Hogarth.",dmas_fa201245_d01_cc1024.jpg
FA201258,Fine Art,Engraving,,William Hogarth,,,,,English; British,Ink on paper,Support: 384 mm x 308 mm,"This is a black and white engraving by William Hogarth of Gin Lane in 1751, capturing the chaos, brutality and poverty. The only businesses surviving are the gin shop, the pawnshop and the undertakers. Seated on the steps is a woman taking snuff who is so inebriated she has not noticed her baby is falling over the edge of the steps. This was inspired by the case of Judith Dufour. In 1734 she fetched her toddler from the workhouse, strangled it, left its body in a ditch in Bethnal Green and sold its clothes to buy gin.",dmas_fa201258_d01_cc1024.jpg
FA201285,Fine Art,Engraving,,William Hogarth,,,,,English; British,Ink on paper,Support: 314 mm x 384 mm,"This is a black and white engraving of Tom Rakewell, the Rake, seated in a prison cell in Fleet prison. His one-eyed wife is shouting into his right ear as he has gambled away two fortunes, including hers. A gaoler standing behind him reminds him to pay the rent for his cell, while another gaoler to his left, demands payment for a mug of beer. On the left Sarah Young, his faithful lover, who has come to visit him with their child, faints. She is caught by another prisoner, a dishevelled bearded man with a paper in his pocket marked ‘Debts’ and a woman standing behind places smelling salts under her nose. This engraving, an episode from A Rake’s Progress, is by William Hogarth and was inspired by many of the abuses of the penal system William had suffered when he and his family were confined for debt in the Black and White Court of the Fleet Prison.",dmas_fa201285_d01_cc1024.jpg
FA202077,Fine Art,Lithograph,,Herbert Williams; T. T. BURY,1841,,,,,LIithograph; Paper,support dimensions: 0425/0260,"Sussex County Hospital Brighton. Large detached building in classical style. Horse drawn carriage in front of house with five people climbing stairs to the front entrance. Two road builders in the far bottom left  corner of print. Written below the print is Victoria Wing Founded 17th Aug 1838, Original Building Founded 16th March 1826, Adelaide Wing Founded 13th Aug 1840.",dmas_fa202077_d01_cc1024.jpg
FA202088,Fine Art,Engraving,,Newman & Co.,c1872,,,,,Paper,Whole: 160 mm x 110 mm,"This line engraving shows Marine Parade, Brighton with the Aquarium on the left and the Chain Pier on the right. There is a man with child and dog in the centre foreground.",dmas_fa202088_d01_cc1024.jpg
FA202091,Fine Art,Line Engraving,,,c1873,,,,,Paper,support dimensions: 0120/0100,"The Aquarium, Brighton, with two women and a child on the left and woman sitting behind a man and woman at the right.",dmas_fa202091_d01_cc1024.jpg
FA202092,Fine Art,Etching,,,1870,,,,,Etching; Paper,support dimensions: 0430/0334,"Overhead view of Brighton Aquarium, with the seafront to the right. Many male female figures on the promenade and in horses and carriages in the street. The Chain Pier is in the far distance.",dmas_fa202092_d01_cc1024.jpg
FA202181,Fine Art,Etching,,,1835,,,,,Paper,support dimensions: 0165/0120,"Bristol hotel, with single horse drawn cab going away from hotel which is situated at right.",dmas_fa202181_d01_cc1024.jpg
FA202184,Fine Art,Aquatint,,"WING,S W; WING, C W",c1830; Regency,,,,,Paper,support dimensions: 0340/0220,"View of Royal York Hotel across green, two women and child seated on garden seat at left, two children playing with dog at left, women and child strolling at right, Phillips’s confectionary at left, carriage and two horses at hotel entrance, people at the balcony of hotel.",dmas_fa202184_d01_cc1024.jpg
FA202190,Fine Art,Coloured Lithograph,,Alfred Crowquill; Charles J Basebe,c1848,,,,,Paper,Whole: 155 mm x 250 mm,"This print shows two young women standing in sea clutching each other, in front of the Chain Pier.",dmas_fa202190_d01_cc1024.jpg
FA202333,Fine Art,"Engraving, Copper",,"Ruff, George; ALAIS, W.J.",c1845,,,,,"ENGRAVING, COPPER; PAPER",support dimensions: 0295/0175,"View of railway station with St Peter’s Church in foreground at right, Gloucester Hotel at left, and Hudson’s Mill on the horizon.",dmas_fa202333_d01_cc1024.jpg
FA202565,Fine Art,Coloured Aquatint,,"JONES, S.J.E.",c1827; Regency,,,,,AQUATINT COLOURED; PAPER,support dimensions: 0246/0165,"View of Marine Parade, looking towards the Steine, beach at left, chain pier entrance at centre; Philips confectioner at centre, buildings at left Tuppen & Walker Booksellers & Stationers at right margin, people strolling up and down the marine parade, horse and trap at bottom right corner.",dmas_fa202565_d01_cc1024.jpg
FA202998,Fine Art,Engraving,,Robert Charles Goff,c1897,,,,,Paper,Whole: 137 mm x 212 mm,"This engraving shows Brighton sands, with the sun setting at centre. There are roynes at the right and the town can be seen in the distance.",dmas_fa202998_d01_cc1024.jpg
FA203153,Fine Art,Engraving,,T O,,,,,,Paper,Whole: 80 mm x 92 mm,"This engraving shows a Dutch auction selling fish on the beach. a central figure, with arm raised, is surrounded by a crowd. There is a heap of fish on the ground in front of him.",dmas_fa203153_d01_cc1024.jpg
FA203156,Fine Art,Coloured Lithograph,,Frederick W Woledge,,,,,,Paper,Whole: 110 mm x 185 mm,"This print shows Pool Valley, Brighton, with the York Hotel to the right. There are figures in the street with dogs and horses.",dmas_fa203156_d01_cc1024.jpg
FA203196,Fine Art,Etching,,Robert Charles Goff,c1900,,,,,Paper,Whole: 150 mm x 100 mm,This etching shows the West pier viewed from the beach. Two lonely figures can be seen on the sand at the edge of the water. A steam tug can be seen moored to the pier behind the distinctive roofs of the pier building.,dmas_fa203196_d01_cc1024.jpg
FA203202,Fine Art,Coloured Lithograph,,M Launcelot Buz,1846,,,,,Paper,Whole: 320 mm x 184 mm,"This print shows a boatman, standing in his smock and tipping his hat. He holds a clay pipe.",dmas_fa203202_d01_cc1024.jpg
FA203244,Fine Art,Lithograph,,Thomas Mann Baynes,c1825; Regency,,,,English; British,Paper,Whole: 266 mm x 222 mm,This lithograph print shows Sake Deen Mahomed in traditional Indian dress with the Brighton Royal Pavilion to the left in the background.,dmas_fa203244_d01_cc1024.jpg
FA203254,Fine Art,Coloured Lithograph,,M Launcelot Buz,1847,,,,,Paper,Whole: 315 mm x 184 mm,"This print shows a woman with a plate of shrimps and a basket of fish. She is wearing a blue coat with a green, white and red skirt. Behind her are two fisherman leaning against some railings, to the right is a figure with a parasol.",dmas_fa203254_d01_cc1024.jpg
FA203282,Fine Art,Engraving,,,,,,,English; British,Paper,,"This is a black and white paper engraving of the murder of James I, King of Scotland in 1437. A terrified looking James I is seated, bare chested with sheets draped across his waist, his left arm is held up, bent across his face and his right arm is outstretched behind him, holding a sword. A woman is crouched down by his right side and on his left side is a terrified woman leaning towards him with her left arm outstretched towards a man dressed in tartan shirt and kilt who is holding a spear aloft pointing it at the torso of James I.  Behind James I is another man, his right arm raised and bent, holding a sword. On 21 February 1437, James 1's uncle Walter, Earl of Atholl, and other Atholl family members assassinated the king at the Dominican Monastery near Perth. This engraving is based on a very romantic version of the murder painted by John Opie, some 350 years after the event.",dmas_fa203282_d01_cc1024.jpg
FA203845,Fine Art,Engraving,,Benjamin Cole,,,,,English; British,Ink on paper,Support: 193 mm x 113 mm,"This is a black and white engraving of Miss Mary Blandy. The upper section of the engraving is Miss Mary Blandy standing in a dress and bonnet, with a flower in her left hand. Beneath is the scene of her hanging at Oxford in 1752, surrounded by crowds of onlookers. Mary Blandy was tried and convicted for poisoning her father. After her father, Francis Blandy, advertised a dowry of £10,000 for the successful suitor for Mary’s hand, she fell for the Hon. Capt. William Cranstoun, who already had a wife and child in Scotland. Her lover persuaded Mary to administer her ailing father medicinal powders that turned out to be arsenic. When, in August 1751, Mary realised her father was dying, she became distraught and begged his forgiveness. The engraving is by Benjamin Cole.",dmas_fa203845_d01_cc1024.jpg
FA204020,Fine Art,Engraving,,After William Hogarth,,,,,English; British,Ink on paper,Support: 230 mm x 180 mm,"This is a black and white paper engraving designed and engraved by William Hogarth, of Sarah Malcolm seated at a table in Newgate Prison. Malcolm was executed in Fleet Street on 7 March 1732 after being found guilty of breaking into the house of one of her employers, the 80-year old Lydia Duncombe on the night of 4 February 1732, strangling her and her elderly companion, Elizabeth Harrison and cutting the throat of their 17-year old maid, Ann Price. She was also accused of stealing gold coinage, a silver tankard (valued at 40 shillings) and two smocks (worth 12 shillings). At her trial on 23 February Malcolm put up a spirited defence, admitting theft but pleading not guilty to murder. She alleged that the linen mentioned was soiled with her own menstrual blood rather than that of the murder victims.",dmas_fa204020_d01_cc1024.jpg
FA204026,Fine Art,Engraving,,William Hogarth,1764,,,,English; British,Paper,,"A mock, sublime allegory on the havoc wrought by the sublime in art.",dmas_fa204026_d01_cc1024.jpg
FA204390,Fine Art,Line Engraving,,G Arnald,1802; Regency,,,,English; British,Ink on paper,Support: 190 mm x 110 mm,"This is a paper line engraving of Samuel Mathews, known as the Dulwich Hermit, who was murdered on 28 December 1802. The engraving shows Samuel Mathews seated in the forest, carving a twig with a knife. The engraving was drawn by G. Arnald and engraved by J. Greig.",dmas_fa204390_d01_cc1024.jpg
FA204596,Fine Art,Line Etching and Aquatint,,Thomas Stothard; Robert Pollard,1800; Regency,,,,English; British,Ink on paper,Support: 445 mm x 525 mm,"This is a paper black and white line etching and aquatint of General La Fayette seated on the floor in a prison cell, attended by his wife and his daughters. A gaoler in Austrian folkloric dress stands at the cell door, watching. The line etching and aquatint was painted by Thomas Stothard and etched, aquatinted and published by Robert Pollard, in 1800.",dmas_fa204596_d01_cc1024.jpg
FA204817,Fine Art,Print,,"SCHON, MARTIN; HOLLAR, W",,,,,,,support dimensions: 0119/0089,This print by Martin Schon depicts a woman with a garland of oak leaves around her head.,dmas_fa204817_d01_cc1024.jpg
FA205955,Fine Art,Coloured Lithograph,,Charles J Basebe; W H Mason; Alfred Crowquill,19 June 1848,,,,English; British,Paper,Whole: 245 mm x 154 mm,This print shows a young woman in the sea being buffeted by a wave. She stands a short distance from beach where bathing machines can be seen and the buildings of Brighton front.,dmas_fa205955_d01_cc1024.jpg
FA205975,Fine Art,Etching,,Unrecorded,Published 1810; Regency,,,,,Ink on paper,Support: 192 mm x 128 mm,"This is a black and white paper etching of Titus Oates, with his arms locked in the pillory after his conviction for perjury in 1685, which was for his claim that he had uncovered a complex ‘Popish Plot’, including plans to murder King Charles II. There is a scroll above his head, which reads ‘Testis Ovat’ (the witness rejoices) and this is also an anagram for his name. The etching was published in 1810.",dmas_fa205975_d01_cc1024.jpg
FA206119,Fine Art,Woodcut,,,1684,,,,English; British,Ink on paper,Support: 225 mm x 269 mm,This is a paper woodcut of the preparation of the burning at the stake of Nicholas Ridley and Hugh Latimer at Oxford. Ridley and Latimer are tied at the stake whilst the remaining bundles of sticks are stacked up. A large crowd is gathered around them. They were burned at the stake because they were denounced as heretics by Queen Mary. The woodcut was made in 1684.,dmas_fa206119_d01_cc1024.jpg
FA206348,Fine Art,Steel Engraving,,,1854,,,,English; British,Steel Engraving; Paper,support dimensions: 0097/0108,"Two boys holding shrimping nets, standing in shallow water.",dmas_fa206348_d01_cc1024.jpg
FA206349,Fine Art,Etching and Aquatint,,Rock & Co. London,,,,,English; British,Paper,support dimensions: 0097/0108,This etching shows sailors standing on a jetty. A sign advertises Pleasure trips. Yacht sails and passengers behind can be seen in the background.,dmas_fa206349_d01_cc1024.jpg
FA206352,Fine Art,Etching,,Rock & Co. London,1855,,,,English; British,Paper,Whole: 97 mm x 108 mm,This etching depicts a beach scene of horses and carriages carrying passengers across the sand. Children play in the sand in the forground. Boats sail on the water in the background.,dmas_fa206352_d01_cc1024.jpg
FA206621,Fine Art,Coloured Lithograph,,Tom Merry,1886,,,,English; British,Paper,support dimensions: 0377/0539,"This scene shows four pups with men's faces surrounding their mother, similarly visaged, in a barn. On the threshold to their right stands a fifth pup, its face and paws blackened with pitch. A pot of which labelled ""home rule pitch"" stands by the door.",dmas_fa206621_d01_cc1024.jpg
FA206966,Fine Art,Line Engraving,,Luca Ciamberlano,1600-1630,,,,,Line Engraving; Paper,support dimensions: 0109/0159,Views of a skull: frontal and plan.,dmas_fa206966_d01_cc1024.jpg
